tick, station, state, sender, target, dataType, size, desc
2064, S03, RECEIVE, ce:d8:48:74:59:a6, 43:7a:cb:e7:a4:6c, Frame, 60, DATA
2064, S03, RECEIVE, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2065, S03, SEND, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2065, S03, SEND, 43:7a:cb:e7:a4:6c, ce:d8:48:74:59:a6, Frame, 20, ACK
2067, S08, RECEIVE, 43:7a:cb:e7:a4:6c, ce:d8:48:74:59:a6, Frame, 20, ACK
2068, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 60, DATA
2074, S02, RECEIVE, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 60, DATA
2074, S02, RECEIVE, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2075, S02, SEND, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2076, S04, SEND, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 56, DATA
2078, S08, SEND, ce:d8:48:74:59:a6, ff:ff:ff:ff:ff:ff, Frame, 60, DATA
2082, S12, SEND, bc:17:db:1e:9e:de, 15:e2:23:3b:dc:9d, Frame, 52, DATA
2094, S05, SEND, 8e:c0:91:f3:cf:a6, 39:ea:b7:f6:e3:fd, Frame, 52, DATA
2095, S02, SEND, f2:f1:f:70:58:f6, 96:44:1c:d6:94:90, Frame, 60, DATA
2101, S04, RECEIVE, f2:f1:f:70:58:f6, 96:44:1c:d6:94:90, Frame, 60, DATA
2109, S12, SEND, bc:17:db:1e:9e:de, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2111, S03, RECEIVE, bc:17:db:1e:9e:de, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2112, S12, SEND, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 20, ACK
2114, S02, RECEIVE, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 20, ACK
2115, S02, SEND, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2116, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 60, DATA
2123, S02, SEND, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2125, S03, RECEIVE, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2126, S02, SEND, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2128, S03, RECEIVE, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2129, S02, SEND, f2:f1:f:70:58:f6, 80:14:70:15:39:83, Frame, 56, DATA
2134, S11, RECEIVE, f2:f1:f:70:58:f6, 80:14:70:15:39:83, Frame, 56, DATA
2134, S11, RECEIVE, 152.56.31.180/0, 162.110.76.201/0, RCPacket, 36, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0
2135, S11, SEND, 152.56.31.180/0, 162.110.76.201/0, RCPacket, 36, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0
2135, S11, SEND, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 20, ACK
2137, S04, SEND, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 56, DATA
2138, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 56, DATA
2142, S03, RECEIVE, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 56, DATA
2142, S03, RECEIVE, 14.205.37.179/0, 152.56.31.180/0, RCPacket, 36, ROUTE_REP:4 152.56.31.180/0 -> 155.202.229.150/0 -> 35.77.47.88/0 -> 14.205.37.179/0
2143, S03, SEND, 43:7a:cb:e7:a4:6c, 96:44:1c:d6:94:90, Frame, 20, ACK
2143, S07, RECEIVE, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 56, DATA
2143, S07, RECEIVE, 152.56.31.180/0, 162.110.76.201/0, RCPacket, 36, ROUTE_REP:5 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0
2144, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
2145, S04, RECEIVE, 43:7a:cb:e7:a4:6c, 96:44:1c:d6:94:90, Frame, 20, ACK
2146, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
2146, S11, RECEIVE, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
2148, S02, RECEIVE, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
2149, S02, SEND, f2:f1:f:70:58:f6, 80:14:70:15:39:83, Frame, 56, DATA
2154, S11, RECEIVE, f2:f1:f:70:58:f6, 80:14:70:15:39:83, Frame, 56, DATA
2154, S11, RECEIVE, 155.202.229.150/0, 162.110.76.201/0, RCPacket, 36, ROUTE_REP:7 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 155.202.229.150/0
2155, S11, SEND, 155.202.229.150/0, 162.110.76.201/0, RCPacket, 36, ROUTE_REP:7 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 155.202.229.150/0
2155, S11, SEND, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 20, ACK
2157, S02, RECEIVE, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 20, ACK
2158, S02, SEND, f2:f1:f:70:58:f6, 80:14:70:15:39:83, Frame, 60, DATA
2164, S11, RECEIVE, f2:f1:f:70:58:f6, 80:14:70:15:39:83, Frame, 60, DATA
2164, S11, RECEIVE, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2165, S11, SEND, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2168, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 56, DATA
2168, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
2171, S04, SEND, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2173, S03, RECEIVE, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2173, S07, RECEIVE, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 56, DATA
2173, S07, RECEIVE, 155.202.229.150/0, 162.110.76.201/0, RCPacket, 36, ROUTE_REP:7 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 155.202.229.150/0
2174, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
2174, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
2176, S02, RECEIVE, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
2176, S11, RECEIVE, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
2177, S11, SEND, 80:14:70:15:39:83, f2:f1:f:70:58:f6, Frame, 20, ACK
2177, S04, SEND, 96:44:1c:d6:94:90, f2:f1:f:70:58:f6, Frame, 20, ACK
2180, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 60, DATA
2180, S04, SEND, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 60, DATA
2186, S03, RECEIVE, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 60, DATA
2186, S03, RECEIVE, 160.220.175.59/0, 152.56.31.180/0, RCPacket, 40, ROUTE_REP:5 152.56.31.180/0 -> 155.202.229.150/0 -> 35.77.47.88/0 -> 177.45.112.71/0 -> 160.220.175.59/0
2186, S07, RECEIVE, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 60, DATA
2186, S07, RECEIVE, 131.64.58.102/0, 162.110.76.201/0, RCPacket, 40, ROUTE_REP:6 162.110.76.201/0 -> 14.205.37.179/0 -> 35.77.47.88/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2187, S03, SEND, 43:7a:cb:e7:a4:6c, 96:44:1c:d6:94:90, Frame, 20, ACK
2187, S07, SEND, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
2189, S11, RECEIVE, 6e:c8:a7:5a:9a:4b, 80:14:70:15:39:83, Frame, 20, ACK
2189, S04, RECEIVE, 43:7a:cb:e7:a4:6c, 96:44:1c:d6:94:90, Frame, 20, ACK
2197, S01, SEND, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2199, S02, RECEIVE, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2200, S01, SEND, b7:3:3e:6d:2b:4b, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2202, S03, RECEIVE, b7:3:3e:6d:2b:4b, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2203, S01, SEND, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2205, S02, RECEIVE, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2206, S01, SEND, b7:3:3e:6d:2b:4b, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2208, S03, RECEIVE, b7:3:3e:6d:2b:4b, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2209, S01, SEND, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2211, S02, RECEIVE, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2212, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2214, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2215, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2217, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2218, S01, SEND, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2220, S12, RECEIVE, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2221, S01, SEND, b7:3:3e:6d:2b:4b, 39:ea:b7:f6:e3:fd, Frame, 20, ACK
2223, S14, RECEIVE, b7:3:3e:6d:2b:4b, 39:ea:b7:f6:e3:fd, Frame, 20, ACK
2224, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2226, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2227, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2229, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2230, S01, SEND, b7:3:3e:6d:2b:4b, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
2232, S05, RECEIVE, b7:3:3e:6d:2b:4b, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
2233, S01, SEND, b7:3:3e:6d:2b:4b, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
2235, S05, RECEIVE, b7:3:3e:6d:2b:4b, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
2236, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2238, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2239, S01, SEND, b7:3:3e:6d:2b:4b, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
2241, S05, RECEIVE, b7:3:3e:6d:2b:4b, 8e:c0:91:f3:cf:a6, Frame, 20, ACK
2242, S01, SEND, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2244, S12, RECEIVE, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2245, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2247, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2248, S01, SEND, b7:3:3e:6d:2b:4b, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2250, S03, RECEIVE, b7:3:3e:6d:2b:4b, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2251, S01, SEND, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2253, S12, RECEIVE, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2254, S01, SEND, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2256, S02, RECEIVE, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2257, S01, SEND, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2259, S11, RECEIVE, b7:3:3e:6d:2b:4b, 80:14:70:15:39:83, Frame, 20, ACK
2260, S01, SEND, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2262, S12, RECEIVE, b7:3:3e:6d:2b:4b, bc:17:db:1e:9e:de, Frame, 20, ACK
2263, S01, SEND, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2265, S02, RECEIVE, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 20, ACK
2266, S01, SEND, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 48, DATA
2270, S02, RECEIVE, b7:3:3e:6d:2b:4b, f2:f1:f:70:58:f6, Frame, 48, DATA
2270, S02, RECEIVE, 96.56.122.190/0, 35.77.47.88/0, RCPacket, 28, ROUTE_REP:1 35.77.47.88/0 -> 96.56.122.190/0
2271, S02, SEND, f2:f1:f:70:58:f6, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2273, S01, RECEIVE, f2:f1:f:70:58:f6, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2274, S01, SEND, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S03, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S03, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0
2278, S12, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S12, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0
2278, S02, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S11, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S07, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S07, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0
2278, S14, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S09, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S09, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0
2278, S05, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S13, RECEIVE, b7:3:3e:6d:2b:4b, ff:ff:ff:ff:ff:ff, Frame, 48, DATA
2278, S13, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 28, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0
2279, S03, SEND, 152.56.31.180/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:6 35.77.47.88/0 -> 96.56.122.190/0 -> 152.56.31.180/0
2279, S03, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 152.56.31.180/0
2279, S03, SEND, 43:7a:cb:e7:a4:6c, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2279, S12, SEND, 178.235.187.92/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:7 35.77.47.88/0 -> 96.56.122.190/0 -> 178.235.187.92/0
2279, S12, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 178.235.187.92/0
2279, S11, SEND, 80:14:70:15:39:83, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2279, S07, SEND, 162.110.76.201/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:7 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0
2279, S07, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0
2279, S09, SEND, 11.45.251.230/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:7 35.77.47.88/0 -> 96.56.122.190/0 -> 11.45.251.230/0
2279, S09, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 11.45.251.230/0
2279, S13, SEND, 35.244.24.95/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:5 35.77.47.88/0 -> 96.56.122.190/0 -> 35.244.24.95/0
2279, S13, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 35.244.24.95/0
2282, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 52, DATA
2284, S07, SEND, 6e:c8:a7:5a:9a:4b, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2284, S14, SEND, 39:ea:b7:f6:e3:fd, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2287, S07, SEND, 6e:c8:a7:5a:9a:4b, bc:17:db:1e:9e:de, Frame, 52, DATA
2289, S02, SEND, f2:f1:f:70:58:f6, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2298, S12, SEND, bc:17:db:1e:9e:de, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2300, S01, RECEIVE, bc:17:db:1e:9e:de, b7:3:3e:6d:2b:4b, Frame, 20, ACK
2301, S12, SEND, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 52, DATA
2306, S02, RECEIVE, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 52, DATA
2306, S02, RECEIVE, 178.235.187.92/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:7 35.77.47.88/0 -> 96.56.122.190/0 -> 178.235.187.92/0
2307, S02, SEND, f2:f1:f:70:58:f6, bc:17:db:1e:9e:de, Frame, 20, ACK
2309, S15, SEND, 6:8b:27:5f:bc:32, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2311, S07, RECEIVE, 6:8b:27:5f:bc:32, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2312, S07, SEND, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S12, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S11, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S10, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S10, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0
2317, S01, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S09, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S13, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S15, RECEIVE, 6e:c8:a7:5a:9a:4b, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2317, S15, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0
2318, S11, SEND, 80:14:70:15:39:83, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2318, S10, SEND, 48.151.68.235/0, 35.77.47.88/0, RCPacket, 36, ROUTE_REP:9 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0 -> 48.151.68.235/0
2318, S10, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0 -> 48.151.68.235/0
2318, S10, SEND, ba:8a:7d:2:e4:ce, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2318, S15, SEND, 130.189.133.177/0, 35.77.47.88/0, RCPacket, 36, ROUTE_REP:9 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0 -> 130.189.133.177/0
2318, S15, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0 -> 130.189.133.177/0
2321, S10, SEND, ba:8a:7d:2:e4:ce, bc:17:db:1e:9e:de, Frame, 56, DATA
2326, S12, RECEIVE, ba:8a:7d:2:e4:ce, bc:17:db:1e:9e:de, Frame, 56, DATA
2326, S12, RECEIVE, 48.151.68.235/0, 35.77.47.88/0, RCPacket, 36, ROUTE_REP:9 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0 -> 48.151.68.235/0
2327, S12, SEND, 48.151.68.235/0, 35.77.47.88/0, RCPacket, 36, ROUTE_REP:9 35.77.47.88/0 -> 96.56.122.190/0 -> 162.110.76.201/0 -> 48.151.68.235/0
2329, S03, SEND, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 52, DATA
2331, S15, SEND, 6:8b:27:5f:bc:32, ba:8a:7d:2:e4:ce, Frame, 20, ACK
2333, S10, RECEIVE, 6:8b:27:5f:bc:32, ba:8a:7d:2:e4:ce, Frame, 20, ACK
2334, S10, SEND, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
2334, S02, RECEIVE, 43:7a:cb:e7:a4:6c, f2:f1:f:70:58:f6, Frame, 52, DATA
2334, S02, RECEIVE, 152.56.31.180/0, 35.77.47.88/0, RCPacket, 32, ROUTE_REP:6 35.77.47.88/0 -> 96.56.122.190/0 -> 152.56.31.180/0
2335, S02, SEND, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2337, S03, RECEIVE, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2338, S03, SEND, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2339, S07, RECEIVE, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
2339, S13, RECEIVE, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
2339, S15, RECEIVE, ba:8a:7d:2:e4:ce, ff:ff:ff:ff:ff:ff, Frame, 56, DATA
2340, S07, SEND, 6e:c8:a7:5a:9a:4b, ba:8a:7d:2:e4:ce, Frame, 20, ACK
2342, S10, RECEIVE, 6e:c8:a7:5a:9a:4b, ba:8a:7d:2:e4:ce, Frame, 20, ACK
2343, S02, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2343, S04, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2343, S08, RECEIVE, 43:7a:cb:e7:a4:6c, ff:ff:ff:ff:ff:ff, Frame, 52, DATA
2343, S08, RECEIVE, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 32, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 152.56.31.180/0
2344, S02, SEND, f2:f1:f:70:58:f6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2344, S08, SEND, 131.64.58.102/0, 35.77.47.88/0, RCPacket, 36, ROUTE_REP:7 35.77.47.88/0 -> 96.56.122.190/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2344, S08, SEND, 35.77.47.88/0, 255.255.255.255/0, RCPacket, 36, ROUTE_REQ:0 35.77.47.88/0 -> 96.56.122.190/0 -> 152.56.31.180/0 -> 131.64.58.102/0
2344, S08, SEND, ce:d8:48:74:59:a6, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2344, S15, SEND, 6:8b:27:5f:bc:32, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2346, S07, RECEIVE, 6:8b:27:5f:bc:32, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2347, S08, SEND, ce:d8:48:74:59:a6, 43:7a:cb:e7:a4:6c, Frame, 56, DATA
2347, S15, SEND, 6:8b:27:5f:bc:32, ba:8a:7d:2:e4:ce, Frame, 20, ACK
2348, S12, SEND, bc:17:db:1e:9e:de, f2:f1:f:70:58:f6, Frame, 52, DATA
2349, S04, SEND, 96:44:1c:d6:94:90, 43:7a:cb:e7:a4:6c, Frame, 20, ACK
2355, S15, SEND, 6:8b:27:5f:bc:32, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2357, S07, RECEIVE, 6:8b:27:5f:bc:32, 6e:c8:a7:5a:9a:4b, Frame, 20, ACK
2358, S15, SEND, 6:8b:27:5f:bc:32, bc:17:db:1e:9e:de, Frame, 20, ACK
2360, S12, RECEIVE, 6:8b:27:5f:bc:32, bc:17:db:1e:9e:de, Frame, 20, ACK
2361, S12, SEND, bc:17:db:1e:9e:de, ba:8a:7d:2:e4:ce, Frame, 20, ACK
2363, S10, RECEIVE, bc:17:db:1e:9e:de, ba:8a:7d:2:e4:ce, Frame, 20, ACK
